course_id,yards_from_pin,into_hole
14900,11.44,0
14900,226.46,0
14900,480.28,0
14900,468.93,0
14900,226.73,0
14900,68.59,0
14900,180.2,0
14900,177.93,0
14900,854.05,0
14900,489.51,0
14900,480.11,0
14900,518.89,0
14900,469.15,0
14900,252.25,0
14900,370.09,0
14900,10.26,0
14900,104.32,0
14900,457.29,0
14900,394.99,0
14900,2.52,0
14900,232.73,0
14900,4.94,0
14900,307.36,0
14900,105.5,0
14900,181.06,0
14900,371.27,0
14900,854.05,0
14900,535.5,0
14900,199.13,0
14900,854.05,0
14900,49.42,0
14900,418.13,0
14900,343.41,0
14900,443.13,0
14900,106.86,0
14900,80.48,0
14900,744.57,0
14900,252.41,0
14900,134.37,0
14900,240.33,0
14900,639.66,0
14900,449.38,0
14900,291.91,0
14900,709.67,0
14900,465.63,0
14900,5.53,0
14900,266.89,0
14900,482.99,0
14900,287.54,0
14900,535.67,0
14900,495.23,0
14900,309.04,0
14900,330.32,0
14900,19.94,0
14900,425.22,0
14900,1.99,0
14900,168.86,0
14900,198.1,0
14900,173.68,0
14900,82.49,0
14900,200.52,0
14900,854.05,0
14900,490.15,0
14900,528.6,0
14900,82.49,0
14900,200.99,0
14900,252.51,0
14900,264.23,0
14900,315.22,0
14900,498.19,0
14900,403.74,0
14900,504.71,0
14900,305.87,0
14900,339.11,0
14900,33.31,0
14900,234.02,0
14900,13.05,0
14900,328.59,0
14900,497.33,0
14900,171.76,0
14900,383.07,0
14900,311.66,0
14900,400.16,0
14900,228.04,0
14900,258.96,0
14900,385.13,0
14900,310.18,0
14900,188.86,0
14900,589.95,0
14900,115.53,0
14900,688.67,0
14900,311.69,0
14900,316.69,0
14900,13.37,0
14900,854.05,0
14900,26.34,0
14900,372.13,0
14900,234.18,0
14900,407.29,0
14900,156.63,0
14900,475.48,0
14900,588.97,0
14900,401.79,0
14900,557.37,0
14900,318.26,0
14900,0,1
14900,343.88,0
14900,502.08,0
14900,106.86,0
14900,15.26,0
14900,382.41,0
14900,175.39,0
14900,215.88,0
14900,14.79,0
14900,529.86,0
14900,0,1
14900,528.47,0
14900,16.91,0
14900,217.93,0
14900,254.79,0
14900,177.32,0
14900,276.19,0
14900,344.92,0
14900,344.92,0
14900,0,1
14900,437.33,0
14900,468.42,0
14900,324.52,0
14900,238.01,0
14900,8.63,0
14900,2.74,0
14900,32.99,0
14900,265.44,0
14900,312.04,0
14900,240.25,0
14900,264.23,0
14900,0,1
14900,202.39,0
14900,200.2,0
14900,366.2,0
14900,456.8,0
14900,450.47,0
14900,463.73,0
14900,311.49,0
14900,426.73,0
14900,271.38,0
14900,308.77,0
14900,439.84,0
14900,313.1,0
14900,284.39,0
14900,14.24,0
14900,309.97,0
14900,38.97,0
14900,164.56,0
14900,206.46,0
14900,500.58,0
14900,541.99,0
14900,854.05,0
14900,45.59,0
14900,111.84,0
14900,272.64,0
14900,192.05,0
14900,854.05,0
14900,528.47,0
14900,323.04,0
14900,334.28,0
14900,510.79,0
14900,337.24,0
14900,260.64,0
14900,440.58,0
14900,2.32,0
14900,327.74,0
14900,390.88,0
14900,35.81,0
14900,311.12,0
14900,99.47,0
14900,339.18,0
14900,322.99,0
14900,441.67,0
14900,351.56,0
14900,364.03,0
14900,255.99,0
14900,549.87,0
14900,18.2,0
14900,328.75,0
14900,413.69,0
14900,400.7,0
14900,469.76,0
14900,99.84,0
14900,397.7,0
14900,6.35,0
14900,252.96,0
14900,308.14,0
14900,235.1,0
14900,383.03,0
14900,406.25,0
14900,0,1
14900,471.81,0
14900,331.96,0
14900,340.98,0
14900,410.64,0
14900,323.32,0
14900,479.2,0
14900,330.15,0
14900,17.75,0
14900,271.45,0
14900,210.94,0
14900,252.51,0
14900,354.43,0
14900,8.64,0
14900,355.55,0
14900,434.12,0
14900,213.76,0
14900,203.89,0
14900,510.42,0
14900,310.14,0
14900,466.24,0
14900,260.17,0
14900,288.4,0
14900,406.62,0
14900,854.05,0
14900,488.65,0
14900,293.31,0
14900,854.05,0
14900,468.46,0
14900,450.67,0
14900,169.9,0
14900,416.1,0
14900,325.08,0
14900,14.79,0
14900,607.26,0
14900,344.36,0
14900,11.75,0
14900,315.38,0
14900,546.21,0
14900,398.09,0
14900,11.75,0
14900,498.53,0
14900,432.9,0
14900,174.89,0
14900,430.44,0
14900,467.88,0
14900,100.05,0
14900,337.12,0
14900,476.42,0
14900,347.91,0
14900,277.88,0
14900,492.53,0
14900,405.51,0
14900,329.02,0
14900,13.61,0
14900,151.62,0
14900,453.02,0
14900,253.56,0
14900,854.05,0
14900,283.93,0
14900,854.05,0
14900,317.15,0
14900,854.05,0
14900,247.27,0
14900,184.9,0
14900,266.92,0
14900,349.42,0
14900,285,0
14900,0,1
14900,366.08,0
14900,502.81,0
14900,280.69,0
14900,166.59,0
14900,0,1
14900,221.45,0
14900,263.84,0
14900,406.89,0
14900,418.85,0
14900,0,1
14900,509.16,0
14900,285.75,0
14900,281.72,0
14900,242.96,0
14900,318.85,0
14900,90.31,0
14900,294.56,0
14900,123.09,0
14900,261.75,0
14900,346.99,0
14900,157.64,0
14900,315.7,0
14900,327.49,0
14900,276.13,0
14900,558.43,0
14900,329.2,0
14900,245.44,0
14900,276.68,0
14900,305.32,0
14900,525.5,0
14900,217.29,0
14900,207.62,0
14900,364.89,0
14900,227.33,0
14900,266.77,0
14900,331.47,0
14900,469.23,0
14900,469.15,0
14900,210.65,0
14900,1.62,0
14900,266.34,0
14900,254.24,0
14900,287.67,0
14900,854.05,0
14900,416.63,0
14900,408.64,0
14900,204.45,0
14900,441.71,0
14900,250.25,0
14900,354.28,0
14900,233.45,0
14900,272.53,0
14900,89.38,0
14900,12.95,0
14900,854.05,0
14900,304.63,0
14900,444.86,0
14900,498.7,0
14900,530.54,0
14900,300.7,0
14900,276.01,0
14900,18.63,0
14900,455.93,0
14900,418.04,0
14900,496.36,0
14900,254.75,0
14900,6.39,0
14900,409.75,0
14900,505.39,0
14900,232.87,0
14900,101.83,0
14900,854.05,0
14900,70.56,0
14900,854.05,0
14900,302,0
14900,415.2,0
14900,854.05,0
14900,526.26,0
14900,416.63,0
14900,389.86,0
14900,283.3,0
14900,854.05,0
14900,854.05,0
14900,149.68,0
14900,335.98,0
14900,423.07,0
14900,483.72,0
14900,4,0
14900,341.63,0
14900,430.33,0
14900,229.75,0
14900,312.93,0
14900,276.13,0
14900,0,1
14900,378.16,0
14900,399.35,0
14900,316.83,0
14900,353.02,0
14900,491.84,0
14900,469.35,0
14900,240.01,0
14900,410.06,0
14900,344.23,0
14900,392.44,0
14900,532.05,0
14900,11.42,0
14900,491.02,0
14900,104.35,0
14900,418.46,0
14900,472.9,0
14900,854.05,0
14900,478.36,0
14900,318.74,0
14900,255.74,0
14900,338.55,0
14900,337.26,0
14900,854.05,0
14900,6.05,0
14900,507.52,0
14900,14.59,0
14900,192.78,0
14900,315.17,0
14900,308.13,0
14900,308.13,0
14900,288.12,0
14900,418.13,0
14900,497.03,0
14900,429.4,0
14900,261.23,0
14900,403.08,0
14900,94.29,0
14900,306.51,0
14900,0,1
14900,599.41,0
14900,244.43,0
14900,262.1,0
14900,203.57,0
14900,451.14,0
14900,219.76,0
14900,470.36,0
14900,234.89,0
14900,854.05,0
14900,290.49,0
14900,171.19,0
14900,407.32,0
14900,410.1,0
14900,219.63,0
14900,353.29,0
14900,334.74,0
14900,365.72,0
14900,264.27,0
14900,335.74,0
14900,118.16,0
14900,284.67,0
14900,275.3,0
14900,261.89,0
14900,93.53,0
14900,485.21,0
14900,39.31,0
14900,502.81,0
14900,169.29,0
14900,259.73,0
14900,352.33,0
14900,513.81,0
14900,313.62,0
14900,312.97,0
14900,222.22,0
14900,78.39,0
14900,212.9,0
14900,498.19,0
14900,561.23,0
14900,292.79,0
14900,111.98,0
14900,854.05,0
14900,212.44,0
14900,262.73,0
14900,507.63,0
14900,275.21,0
14900,65.75,0
14900,501.64,0
14900,0.87,0
14900,478.56,0
14900,429.7,0
14900,317.24,0
14900,71.51,0
14900,265.65,0
14900,305.77,0
14900,502.41,0
14900,38.84,0
14900,404.57,0
14900,571.97,0
14900,317.14,0
14900,318.74,0
14900,390.26,0
14900,422.99,0
14900,323.32,0
14900,442.34,0
14900,499.5,0
14900,173.59,0
14900,490.85,0
14900,210.65,0
14900,695.8,0
14900,441.86,0
14900,335.96,0
14900,237.43,0
14900,290.93,0
14900,449.55,0
14900,203.97,0
14900,296.62,0
14900,145.47,0
14900,0,1
14900,12.3,0
14900,174.74,0
14900,447.09,0
14900,593.1,0
14900,413.74,0
14900,175.65,0
14900,110.25,0
14900,341.63,0
14900,341.14,0
14900,15.59,0
14900,321.88,0
14900,168.86,0
14900,441.28,0
14900,220.45,0
14900,197.45,0
14900,259.18,0
14900,225.49,0
14900,94.23,0
14900,271.14,0
14900,524.56,0
14900,185.63,0
14900,349.34,0
14900,10.22,0
14900,854.05,0
14900,344.64,0
14900,17.71,0
14900,339.11,0
14900,401.64,0
14900,15.85,0
14900,179.12,0
14900,247.52,0
14900,19.94,0
14900,32.59,0
14900,295.89,0
14900,440.25,0
14900,336.67,0
14900,425.22,0
14900,488.39,0
14900,400.75,0
14900,10.22,0
14900,17.75,0
14900,311.6,0
14900,130.34,0
14900,336.93,0
14900,259.69,0
14900,261.58,0
14900,501.52,0
14900,620.63,0
14900,376.13,0
14900,271.41,0
14900,443.57,0
14900,449.83,0
14900,307.95,0
14900,392.45,0
14900,358.75,0
14900,8.52,0
14900,8.52,0
14900,263.39,0
14900,382.51,0
14900,337.26,0
14900,406.62,0
14900,331.63,0
14900,854.05,0
14900,316.08,0
14900,468.46,0
14900,2.69,0
14900,11.19,0
14900,376.73,0
14900,25.7,0
14900,151.61,0
14900,854.05,0
14900,358.75,0
14900,11.75,0
14900,226.16,0
14900,497.56,0
14900,34.77,0
14900,263.58,0
14900,40.4,0
14900,203.47,0
14900,285.97,0
14900,263.06,0
14900,320.86,0
14900,268.46,0
14900,49.42,0
14900,312.55,0
14900,291.88,0
14900,596.15,0
14900,350.27,0
14900,277.52,0
14900,307.38,0
14900,854.05,0
14900,36.89,0
14900,28.53,0
14900,618.21,0
14900,276.67,0
14900,194.62,0
14900,537.19,0
14900,497.83,0
14900,614.47,0
14900,454.87,0
14900,537.19,0
14900,331.15,0
14900,344.41,0
14900,494.91,0
14900,44.75,0
14900,581.44,0
14900,335.94,0
14900,406.09,0
14900,56.23,0
14900,335.28,0
14900,404.03,0
14900,276.67,0
14900,232.73,0
14900,413.2,0
14900,301.59,0
14900,192.45,0
14900,376.32,0
14900,295.03,0
14900,854.05,0
14900,276.87,0
14900,168.06,0
14900,579.15,0
14900,407.96,0
14900,249.46,0
14900,192.17,0
14900,317.3,0
14900,321.1,0
14900,212.88,0
14900,428.96,0
14900,109.36,0
14900,351.23,0
14900,385.8,0
14900,343.08,0
14900,107.26,0
14900,358.79,0
14900,188.86,0
14900,213.13,0
14900,320.04,0
14900,511.66,0
14900,259.09,0
14900,318.24,0
14900,482.72,0
14900,244.96,0
14900,451.87,0
14900,331.11,0
14900,320.07,0
14900,61.46,0
14900,409.22,0
14900,345.6,0
14900,252.58,0
14900,272.92,0
14900,261.75,0
14900,317.54,0
14900,466.23,0
14900,260.64,0
14900,307.36,0
14900,453.02,0
14900,317.63,0
14900,260.19,0
14900,432.62,0
14900,297.2,0
14900,217.25,0
14900,283.02,0
14900,332.19,0
14900,454.26,0
14900,283.02,0
14900,501.52,0
14900,395.36,0
14900,332.07,0
14900,371.27,0
14900,854.05,0
14900,324.82,0
14900,55.5,0
14900,43.55,0
14900,356.33,0
14900,175.39,0
14900,152.16,0
14900,493.64,0
14900,325.08,0
14900,13,0
14900,36.14,0
14900,358.53,0
14900,648.4,0
14900,383.53,0
14900,439.49,0
14900,120.87,0
14900,343.07,0
14900,394.58,0
14900,261.85,0
14900,256.2,0
14900,477.54,0
14900,315.17,0
14900,256.2,0
14900,312.29,0
14900,32.99,0
14900,314.32,0
14900,279.15,0
14900,465.62,0
14900,265.61,0
14900,270.23,0
14900,442.61,0
14900,270.82,0
14900,308.01,0
14900,365.53,0
14900,344.69,0
14900,738.34,0
14900,495.55,0
14900,573.72,0
14900,248.06,0
14900,192.17,0
14900,461.49,0
14900,409.88,0
14900,53.88,0
14900,13.13,0
14900,559.09,0
14900,0,1
14900,160.05,0
14900,201.72,0
14900,156.63,0
14900,259.73,0
14900,260.54,0
14900,487.37,0
14900,273.6,0
14900,371.27,0
14900,387.13,0
14900,338.55,0
14900,319.38,0
14900,66.11,0
14900,207.85,0
14900,24.9,0
14900,309.03,0
14900,212.44,0
14900,365.19,0
14900,398.61,0
14900,29.27,0
14900,273.94,0
14900,266.23,0
14900,416.38,0
14900,854.05,0
14900,305.13,0
14900,480.39,0
14900,719.26,0
14900,466.23,0
14900,440.58,0
14900,366.98,0
14900,403.61,0
14900,503.49,0
14900,380.45,0
14900,265.71,0
14900,268.7,0
14900,315.16,0
14900,431.81,0
14900,369.94,0
14900,67.02,0
14900,409.1,0
14900,306.63,0
14900,170.22,0
